nuvirdi;teg_eign;matssvaedi;ibm2
 39482;Íbúðareign;100;1033
 27265;Íbúðareign;100; 768
 18500;Íbúðareign;100; 597
 82677;Einbýlishús; 72; 205
 35415;Íbúðareign; 20; 821
 19342;Íbúðareign;170; 769
 24481;Íbúðareign;150;1088
 58138;Einbýlishús; 11;1776
 33752;Einbýlishús; 20;  86
 26700;Íbúðareign; 90; 933
 72374;Einbýlishús; 20;2464
 55251;Íbúðareign; 85;1448
 20083;Íbúðareign;120; 701
 39076;Íbúðareign;284; 119
 35703;Íbúðareign;100;1018
 16449;Íbúðareign;100; 555
103542;Einbýlishús; 31;2328
 19375;Íbúðareign;220; 658
 20178;Íbúðareign;130; 793
 27000;Íbúðareign;280;  80
 19687;Íbúðareign;100; 611
 22797;Íbúðareign;110; 577
 28815;Íbúðareign;100; 961
 46483;Íbúðareign; 91;1319
 31679;Íbúðareign;120; 117
 26993;Íbúðareign; 20; 674
 32500;Íbúðareign;180;1101
 19700;Íbúðareign;170; 804
 21640;Íbúðareign;160; 746
 35160;Íbúðareign; 31; 633
 39831;Íbúðareign; 90;1162
 27873;Íbúðareign;160;1204
 26673;Íbúðareign;130; 864
 31414;Íbúðareign;130; 100
 25834;Íbúðareign;150;1134
 20489;Íbúðareign;220; 828
 22846;Íbúðareign; 72; 608
 20448;Íbúðareign; 90; 737
 27972;Íbúðareign;100; 761
120938;Íbúðareign; 20;1861
112413;Íbúðareign; 20;1288
122766;Íbúðareign; 20;1288
 18077;Íbúðareign;100; 569
 20588;Íbúðareign;160; 795
 58954;Einbýlishús;130;1478
 16289;Íbúðareign;100; 722
 41872;Íbúðareign; 90;1137
 26980;Íbúðareign; 20; 602
 90000;Íbúðareign; 90;2733
 27756;Íbúðareign;180;1034
 26401;Íbúðareign;160;1185
  8000;Íbúðareign; 72; 284
 33947;Íbúðareign;130;1157
 21782;Íbúðareign;100; 732
 16000;Íbúðareign;161; 543
 31955;Íbúðareign;270;1039
 23700;Íbúðareign; 20;  82
 23407;Íbúðareign;130;  92
 31932;Íbúðareign;180;1191
 48143;Einbýlishús;150;1746
 31774;Íbúðareign; 25; 882
 27700;Íbúðareign;270;1045
 43275;Íbúðareign; 20; 779
 35378;Íbúðareign; 20; 883
 22361;Íbúðareign;130; 804
 38459;Íbúðareign;181;1384
 14870;Íbúðareign; 20; 314
 40648;Íbúðareign; 20;1399
 24657;Íbúðareign;130; 909
 28363;Íbúðareign;180;1161
 33500;Íbúðareign;100;1309
111543;Einbýlishús; 72; 227
 13996;Íbúðareign;100; 397
 69483;Einbýlishús;150;2562
 19100;Íbúðareign;100; 594
 29109;Íbúðareign; 20; 593
 16000;Íbúðareign;200; 535
 24959;Íbúðareign;100; 751
 22959;Íbúðareign;100; 998
 19879;Íbúðareign;280; 573
 20949;Íbúðareign;120; 707
 27078;Íbúðareign;280; 795
 19091;Íbúðareign;220; 668
 25316;Íbúðareign;180; 913
 13000;Íbúðareign;220; 383
 46686;Íbúðareign; 90;1302
 17893;Íbúðareign; 80; 712
 14500;Íbúðareign; 70; 394
 16178;Íbúðareign; 20; 484
 21409;Íbúðareign; 20; 481
 15776;Íbúðareign; 20; 442
 26807;Íbúðareign; 20; 894
 43182;Íbúðareign; 70; 114
 49871;Íbúðareign; 20;1124
 33033;Íbúðareign;180; 108
 52365;Íbúðareign;180;1386
 50167;Íbúðareign; 72;1434
 29051;Íbúðareign; 91;1163
 24052;Íbúðareign;180; 778
 14271;Íbúðareign;220; 374
 22174;Íbúðareign;283; 694
 22436;Íbúðareign;170; 911
 56719;Einbýlishús;210; 156
 21982;Íbúðareign;220; 649
 41486;Íbúðareign;100;1412
 34516;Íbúðareign;281;1533
 22276;Íbúðareign; 25; 572
 25650;Íbúðareign; 91; 827
 19830;Íbúðareign;160; 781
 24879;Íbúðareign;200;1122
 18449;Íbúðareign; 90; 546
 25973;Íbúðareign;110; 689
 31348;Íbúðareign;180;1191
 38504;Íbúðareign;100;1284
 20390;Íbúðareign;160;  80
 46810;Íbúðareign; 80;1617
 45101;Íbúðareign;270;1299
 17273;Íbúðareign;150;  82
 18759;Íbúðareign;100;  57
 37007;Íbúðareign;100;1122
 23855;Íbúðareign;130; 935
 28362;Íbúðareign;280; 816
 25146;Íbúðareign; 91; 767
 20492;Íbúðareign;150; 963
 20079;Íbúðareign;160; 703
 18396;Íbúðareign; 90; 446
 33992;Íbúðareign;100;1078
 20852;Íbúðareign; 72; 505
 19736;Íbúðareign;284; 624
 31118;Íbúðareign;180;1108
 21496;Íbúðareign;130; 767
 20427;Íbúðareign; 70; 598
 35059;Íbúðareign;270;1125
 18945;Íbúðareign;100; 727
 15464;Íbúðareign; 90; 457
 44910;Einbýlishús;130;1675
 24300;Íbúðareign;130;1094
 20610;Íbúðareign;130; 832
 39964;Íbúðareign; 20; 877
 46000;Íbúðareign;110;1228
 30694;Íbúðareign;100;1038
 28911;Íbúðareign;180; 965
 38897;Íbúðareign; 90;1756
 25987;Íbúðareign; 72;  87
 22873;Íbúðareign;100; 628
 25031;Íbúðareign; 20; 845
 24487;Íbúðareign; 20; 723
 38644;Íbúðareign;181;1384
 32472;Íbúðareign; 91;1173
 22796;Íbúðareign;170; 844
 31655;Íbúðareign;281; 853
 19463;Íbúðareign; 20; 715
 32479;Íbúðareign;100;1166
 16470;Íbúðareign; 90; 535
 29458;Íbúðareign;284; 953
 48367;Íbúðareign; 70;1261
 22986;Íbúðareign; 72; 671
 37662;Íbúðareign; 20; 793
 16590;Íbúðareign; 90; 371
 17493;Íbúðareign; 25; 409
 21732;Íbúðareign;160;  88
 22267;Íbúðareign;283; 694
 15479;Íbúðareign; 20;  40
 14979;Íbúðareign;161; 507
 23395;Íbúðareign;160; 861
 19775;Íbúðareign;150;  79
 21586;Íbúðareign;170; 747
 54546;Einbýlishús;120;1499
 36556;Íbúðareign;140;1403
 47500;Íbúðareign; 20;  87
 24973;Íbúðareign;160; 847
 29571;Íbúðareign;130; 959
 23580;Íbúðareign;180;  87
 31692;Íbúðareign;100; 937
 35888;Íbúðareign; 80;1096
 19973;Íbúðareign;100; 499
 50693;Einbýlishús;120;1834
 34946;Íbúðareign; 90;1047
 38210;Íbúðareign;100;1416
 35236;Íbúðareign; 80;1151
 19916;Íbúðareign;160; 966
 15194;Íbúðareign;100; 356
 22000;Íbúðareign; 91; 754
 25480;Íbúðareign;100;1006
 37804;Íbúðareign;100;1085
 66528;Einbýlishús;280;1707
 26508;Íbúðareign; 80; 899
 21494;Íbúðareign; 11; 548
 31400;Íbúðareign; 91;1287
 28136;Íbúðareign;280; 913
 24500;Íbúðareign;281; 702
 26761;Íbúðareign;100; 693
 53831;Einbýlishús;100;1561
 22493;Íbúðareign; 72; 664
 23773;Íbúðareign;130; 759
 20479;Íbúðareign; 90; 624
 31747;Íbúðareign;120;1586
 25154;Íbúðareign; 20; 579
 22881;Íbúðareign;120; 669
 24848;Íbúðareign;150;  95
 31784;Íbúðareign;120; 111
 35219;Íbúðareign;284; 119
 25732;Íbúðareign;130;1019
 22430;Íbúðareign; 80; 757
 20959;Íbúðareign; 20; 636
 18972;Íbúðareign; 20; 364
 21435;Íbúðareign;270; 717
 30329;Íbúðareign; 20;1011
 18077;Íbúðareign; 90;  51
 20035;Íbúðareign;150;  95
 31412;Íbúðareign;180;1206
 46336;Íbúðareign; 20; 879
 14861;Íbúðareign;220; 515
 29148;Íbúðareign; 20; 593
 17361;Íbúðareign;160; 579
 42625;Íbúðareign;100;1113
 37810;Íbúðareign;210;1216
 47455;Íbúðareign;100;1407
 25985;Íbúðareign;200;1089
 16500;Íbúðareign;100; 476
 20269;Íbúðareign;130; 677
 38665;Íbúðareign; 80;1067
 24978;Íbúðareign; 20; 641
 15296;Íbúðareign;160; 592
 25402;Íbúðareign;120; 100
 46806;Íbúðareign; 20; 879
 21438;Íbúðareign; 90; 422
 22479;Íbúðareign; 72; 664
 18546;Íbúðareign; 90; 607
 34310;Íbúðareign;180;1191
 49556;Íbúðareign;181;1575
 28834;Íbúðareign; 20; 789
 23723;Íbúðareign;170; 878
133374;Einbýlishús; 31;1857
 34717;Íbúðareign; 20; 867
 19531;Íbúðareign; 90; 546
 21944;Íbúðareign;130; 866
 22873;Íbúðareign; 90; 535
 22696;Íbúðareign; 80; 668
 18000;Íbúðareign; 75; 395
 22534;Íbúðareign; 91; 551
 33865;Íbúðareign;100; 982
 35000;Íbúðareign; 72; 106
 34138;Íbúðareign; 20; 831
 31760;Íbúðareign; 20; 883
 29171;Íbúðareign; 91;1056
 32225;Íbúðareign;130;1107
 19273;Íbúðareign;150;  82
 28982;Íbúðareign; 91; 896
 24433;Íbúðareign;280; 919
 20703;Íbúðareign; 91; 682
 22493;Íbúðareign;283; 587
 23458;Íbúðareign;160;  87
 22893;Íbúðareign;284; 736
 23197;Íbúðareign;130; 756
 24175;Íbúðareign;100; 807
 58650;Einbýlishús;270;2179
 16688;Íbúðareign;160; 636
 18400;Íbúðareign; 90; 446
 54964;Einbýlishús;160;2973
 17798;Íbúðareign;100; 501
 19922;Íbúðareign;220;  70
 31007;Íbúðareign;181; 911
 32750;Íbúðareign;181; 911
 21500;Íbúðareign;283;  56
 34313;Íbúðareign; 90;1035
 21800;Íbúðareign;200; 683
 22769;Íbúðareign;170; 954
 23310;Íbúðareign; 90; 591
 31143;Íbúðareign;130; 979
 27269;Íbúðareign;130;1006
 34454;Íbúðareign;110;1038
 39291;Íbúðareign; 20;  91
 27333;Íbúðareign;180; 953
 48325;Íbúðareign; 85; 137
 26454;Íbúðareign;110;1023
 23304;Íbúðareign;130; 819
 29725;Íbúðareign; 90;1139
 18579;Íbúðareign; 80; 515
 41398;Einbýlishús; 20;1192
 21443;Íbúðareign; 20; 604
 22997;Íbúðareign;100; 864
 21986;Íbúðareign; 20;  70
 33076;Íbúðareign; 70; 903
 20695;Íbúðareign; 72; 562
 31000;Íbúðareign; 72; 939
 22337;Íbúðareign; 80; 835
 33268;Íbúðareign;150;1493
 22425;Íbúðareign; 25; 572
 24837;Íbúðareign; 25; 865
 24784;Íbúðareign;150;1168
 23196;Íbúðareign;200; 767
 14425;Íbúðareign;160; 409
 22466;Íbúðareign;220; 714
 33883;Íbúðareign;100; 734
 15100;Íbúðareign; 80; 546
 13500;Íbúðareign; 80; 488
 39860;Íbúðareign;120;1746
 45507;Íbúðareign; 20; 834
 39573;Íbúðareign;130;1089
 15241;Íbúðareign; 90; 647
 25294;Íbúðareign;160; 881
 26209;Íbúðareign; 20; 638
 19298;Íbúðareign;170; 943
 19394;Íbúðareign;100; 577
 45333;Íbúðareign; 70; 106
 73415;Íbúðareign; 20;1293
 58967;Einbýlishús;283; 174
 41756;Íbúðareign; 80;1644
 26746;Íbúðareign; 91; 882
 24366;Íbúðareign;130; 879
 45000;Einbýlishús;281;1948
 18481;Íbúðareign;130; 532
 42659;Íbúðareign; 80; 118
 50963;Einbýlishús;100;1625
 39883;Íbúðareign;130; 107
 26163;Íbúðareign;120; 884
 45342;Einbýlishús;130; 123
 24496;Íbúðareign; 72; 694
 35627;Íbúðareign; 90;1135
 26979;Íbúðareign; 80; 827
  8051;Íbúðareign; 80;  19
 25179;Íbúðareign;100; 718
 19613;Íbúðareign; 90;  50
 31365;Íbúðareign;120;1073
 30901;Íbúðareign; 72; 100
 29126;Íbúðareign;130;1034
 17783;Íbúðareign;200; 566
 22871;Íbúðareign;200; 773
 23703;Íbúðareign;220; 865
 13792;Íbúðareign; 91; 404
 31472;Íbúðareign; 72;1167
 29564;Íbúðareign; 20; 892
 56096;Íbúðareign; 70;1176
 19996;Íbúðareign;170; 943
 18695;Íbúðareign;160; 866
 22368;Íbúðareign;170; 943
 21154;Íbúðareign;170; 888
 31748;Íbúðareign; 25; 712
 28734;Íbúðareign;100; 849
 53957;Íbúðareign; 80;1699
 36465;Íbúðareign; 25; 835
 23125;Íbúðareign;100; 812
 41794;Íbúðareign; 25;1065
 26191;Íbúðareign;150;1067
 32000;Íbúðareign;210;1151
 18893;Íbúðareign; 20; 578
 11650;Íbúðareign;150; 355
 40797;Íbúðareign;100;1218
 29965;Íbúðareign; 20; 776
 29972;Íbúðareign; 11; 932
 18486;Íbúðareign;170; 641
 27469;Íbúðareign; 70;  81
 40429;Íbúðareign; 72;1268
 32841;Einbýlishús;170;1043
 36350;Íbúðareign;100;1205
 24667;Íbúðareign;160;1161
 20739;Íbúðareign; 20; 532
 19986;Íbúðareign; 72; 514
 29593;Íbúðareign; 72; 783
 21047;Íbúðareign;220; 761
 29466;Íbúðareign;100; 879
 25000;Íbúðareign;130; 832
 20117;Íbúðareign; 72; 562
 14449;Íbúðareign;150; 479
 20460;Íbúðareign;130; 592
 28983;Íbúðareign; 72; 894
137324;Einbýlishús;280;2137
 31500;Íbúðareign;180;1245
 27609;Íbúðareign; 72; 751
 24979;Íbúðareign; 90; 655
 12265;Íbúðareign;100; 368
 22500;Íbúðareign;120; 797
 34343;Íbúðareign; 90;  86
 33889;Íbúðareign;100;1318
 30250;Íbúðareign; 20; 905
 21570;Íbúðareign; 20; 822
 18960;Íbúðareign; 72; 562
 23243;Íbúðareign;100; 645
 29423;Íbúðareign;110;1035
 25500;Íbúðareign; 90; 607
 41604;Íbúðareign;100;1373
 29168;Íbúðareign; 20; 593
 28901;Íbúðareign; 20; 994
  5900;Íbúðareign; 20; 226
 30867;Íbúðareign;270;1275
 15637;Íbúðareign;220; 548
 30493;Íbúðareign; 72; 943
 21859;Íbúðareign; 90; 544
 48349;Íbúðareign; 31;1144
 16503;Íbúðareign;200; 559
 20635;Íbúðareign; 20; 604
 44324;Íbúðareign;280;1194
 25622;Íbúðareign;220; 952
 19846;Íbúðareign; 25; 482
 25987;Íbúðareign;130;  88
 41471;Íbúðareign; 70;1005
 33831;Íbúðareign;200; 882
 29131;Íbúðareign;280; 906
 16889;Íbúðareign;160; 712
 24993;Íbúðareign; 20; 602
 23009;Íbúðareign;100; 661
 17393;Íbúðareign; 72;  47
 23279;Íbúðareign;100; 723
 30291;Íbúðareign;100;1013
 45917;Íbúðareign; 80; 145
 24721;Íbúðareign;130; 803
 19473;Íbúðareign; 90; 523
 28734;Íbúðareign;130; 821
 52134;Íbúðareign; 20;1276
 28080;Íbúðareign;160; 120
 58210;Einbýlishús; 11;1521
 15805;Íbúðareign;161; 722
 33095;Íbúðareign;180;1268
 50456;Íbúðareign; 75;1016
 23519;Íbúðareign;170; 878
 21845;Íbúðareign;281; 512
 27972;Íbúðareign;280; 818
 23170;Íbúðareign;284; 758
 36211;Íbúðareign;280; 872
 58762;Einbýlishús;220;2334
 31960;Íbúðareign;280; 914
 23089;Íbúðareign;100; 836
 25977;Íbúðareign; 25; 653
 54862;Einbýlishús;120;2348
 18700;Íbúðareign;100; 699
 28264;Íbúðareign; 20;1015
 26879;Íbúðareign; 80; 791
 25605;Íbúðareign;130; 988
 30197;Íbúðareign;130;1206
 23821;Íbúðareign;120;  80
 29581;Íbúðareign;100; 842
 24387;Íbúðareign;130; 911
 23863;Íbúðareign; 20; 764
 23741;Íbúðareign;100; 828
 25889;Íbúðareign;180; 849
 18486;Íbúðareign;130; 599
 26648;Íbúðareign; 80;1064
 27671;Íbúðareign; 72; 996
 16025;Íbúðareign;160; 712
 25972;Íbúðareign;284; 756
 22233;Íbúðareign; 90; 859
 49863;Einbýlishús;100;1718
 33427;Íbúðareign; 90;1134
 21600;Íbúðareign;160; 804
 25666;Íbúðareign; 80; 841
 28800;Íbúðareign; 20;1011
 28279;Íbúðareign;180; 943
 28375;Íbúðareign;180; 943
 33251;Íbúðareign;270;  98
 32063;Íbúðareign;180; 106
 24493;Íbúðareign;100; 759
 27003;Íbúðareign; 72; 898
 25834;Íbúðareign;100;1002
 51653;Einbýlishús;130; 145
 24493;Íbúðareign;220; 948
 23856;Íbúðareign;100; 914
 25472;Íbúðareign;130; 846
 41652;Íbúðareign; 72;1117
 93307;Íbúðareign; 20;1895
 17004;Íbúðareign;100;  51
 19816;Íbúðareign;280;  44
 45808;Íbúðareign; 20;1866
 22675;Íbúðareign; 80; 667
 17673;Íbúðareign; 20; 492
 21389;Íbúðareign; 80;  45
 29122;Íbúðareign; 72;  87
 29930;Íbúðareign;284; 938
 31386;Íbúðareign; 72;  92
 34160;Íbúðareign;100;1056
 38428;Íbúðareign; 70;1028
 22557;Íbúðareign;160; 734
 25484;Íbúðareign; 90; 544
 38589;Íbúðareign; 80; 148
 20172;Íbúðareign; 90;  50
 26806;Íbúðareign;120; 949
 58488;Íbúðareign; 20;1477
 23233;Íbúðareign;120; 956
 23701;Íbúðareign;100; 798
 19903;Íbúðareign; 25; 261
 32769;Íbúðareign;100; 876
 48917;Einbýlishús;150;2148
 24719;Íbúðareign; 20; 636
 34366;Íbúðareign; 72; 989
 23190;Íbúðareign;160;1007
 34132;Íbúðareign;100;1281
 73458;Íbúðareign; 70;1603
 24205;Íbúðareign;120; 924
 53721;Einbýlishús;180;1779
 21648;Íbúðareign; 91; 595
 21374;Íbúðareign;170; 886
 15300;Íbúðareign;200; 542
 24715;Íbúðareign; 80; 741
 40217;Íbúðareign;280; 994
 26452;Íbúðareign;280; 919
 88764;Einbýlishús;283;3512
 30121;Íbúðareign;130;1007
 16779;Íbúðareign;170; 681
 27650;Íbúðareign; 20; 656
 22083;Íbúðareign;100; 886
 22000;Íbúðareign;283; 694
 28869;Íbúðareign; 85; 876
121347;Einbýlishús; 80;3247
 29896;Íbúðareign;130; 988
 15191;Íbúðareign;200; 505
 21669;Íbúðareign;220; 804
 90071;Einbýlishús; 31;1839
 24346;Íbúðareign;130; 891
 16950;Íbúðareign; 20; 598
 34548;Íbúðareign; 25; 854
 28348;Íbúðareign;130; 788
 33486;Íbúðareign;284;1131
 20442;Íbúðareign; 72; 678
 40767;Íbúðareign;100;  84
 23493;Íbúðareign; 20; 529
 27098;Íbúðareign;100;  82
 39968;Íbúðareign;100;1344
 21287;Íbúðareign;160; 974
 14236;Íbúðareign;160; 487
 25563;Íbúðareign;200;1147
 20700;Íbúðareign;100; 749
 28649;Íbúðareign;180; 966
 79086;Íbúðareign;100;1947
 30060;Íbúðareign; 20;  62
 32159;Íbúðareign; 20; 743
 24365;Íbúðareign; 90; 662
 27731;Íbúðareign;120; 902
 22127;Íbúðareign;180; 689
 82645;Einbýlishús; 20;1672
 21485;Íbúðareign;160;1045
 24194;Íbúðareign;160; 893
 39932;Íbúðareign; 70;1247
 21473;Íbúðareign;160; 895
 20886;Íbúðareign;100; 651
 50469;Íbúðareign; 25;  94
 24500;Íbúðareign;120;1012
 26872;Íbúðareign; 20; 755
 19989;Íbúðareign;150; 744
 16866;Íbúðareign;281; 517
 30575;Íbúðareign;281;1611
 28781;Íbúðareign; 70; 958
 29459;Íbúðareign; 11; 591
 21375;Íbúðareign; 70; 671
 32469;Íbúðareign;281;1172
 14500;Íbúðareign; 90; 615
 60636;Einbýlishús;220;2092
 37800;Íbúðareign;210;1317
 27251;Íbúðareign; 72; 727
 25566;Íbúðareign;100; 815
 44457;Íbúðareign;100;1269
 19801;Íbúðareign; 90; 542
 42930;Íbúðareign; 90;1248
 33580;Íbúðareign; 11;1038
 17000;Íbúðareign; 72; 415
 27302;Íbúðareign;180; 822
 37251;Íbúðareign; 20; 932
 20973;Íbúðareign; 70; 543
 23559;Íbúðareign;100;  50
 21029;Íbúðareign;150; 887
 27262;Íbúðareign; 72; 981
 24490;Íbúðareign; 72; 796
 24997;Íbúðareign;120;1012
 32946;Íbúðareign; 80;1092
 25659;Íbúðareign; 90;  68
 29660;Íbúðareign; 90; 881
 47307;Einbýlishús;150;2159
 17233;Íbúðareign;160; 853
 34307;Íbúðareign;100;1275
 23966;Íbúðareign; 70; 672
 47672;Einbýlishús;120; 167
 26229;Íbúðareign;280; 816
 21183;Íbúðareign;280; 479
 34698;Íbúðareign;120;1198
 38909;Einbýlishús;281;1286
 44881;Einbýlishús; 20;1169
 29057;Íbúðareign; 80; 756
 18990;Íbúðareign;170;  78
 25186;Íbúðareign;120; 884
 81703;Íbúðareign; 20;1387
 64141;Íbúðareign; 20;1097
 34696;Íbúðareign;220;1194
 25405;Íbúðareign; 91; 679
 21958;Íbúðareign;100; 736
 21493;Íbúðareign; 20; 515
 38394;Íbúðareign; 25; 102
 26069;Íbúðareign;180;  87
 20253;Íbúðareign;180; 662
 22155;Íbúðareign; 25;  68
 26959;Íbúðareign;130;1051
 24779;Íbúðareign;180; 892
 22743;Íbúðareign; 25; 808
 34688;Íbúðareign;270;1071
 29786;Íbúðareign;270;  97
 43709;Íbúðareign; 80;1301
 41402;Íbúðareign;100;1095
 27486;Íbúðareign; 90;  68
 27886;Íbúðareign; 20; 696
 22889;Íbúðareign;180; 838
 30455;Íbúðareign; 91;1055
 35318;Íbúðareign; 80;1052
 14738;Íbúðareign; 20;  41
 13250;Íbúðareign;220; 383
 20429;Íbúðareign;150; 827
 22000;Íbúðareign;161; 947
 37594;Íbúðareign;280; 891
 27779;Íbúðareign;280;  70
 21986;Íbúðareign; 25; 512
 24602;Íbúðareign;120; 707
 31916;Íbúðareign;150; 894
 16175;Íbúðareign;150; 587
 21000;Íbúðareign;100; 774
  8000;Íbúðareign; 20; 313
 29986;Íbúðareign;130; 957
 26763;Íbúðareign;110; 785
 23300;Íbúðareign;161; 927
 42693;Íbúðareign;281;1145
 23547;Íbúðareign;160; 937
 22384;Íbúðareign;120; 818
 22852;Íbúðareign;281;  54
 29879;Íbúðareign;180;1216
 59838;Einbýlishús;150;2094
 27315;Íbúðareign;270; 854
 17978;Íbúðareign;284;  57
 30291;Íbúðareign; 90; 749
 18763;Íbúðareign;161; 722
 22276;Íbúðareign; 80; 745
 17396;Íbúðareign; 80; 589
 30594;Íbúðareign; 90;1007
 22639;Íbúðareign;130;  84
 29596;Íbúðareign; 72; 845
 37959;Íbúðareign;181;1205
 38696;Íbúðareign;181;1177
 46177;Íbúðareign;281;1468
 14066;Íbúðareign;161; 549
 16489;Íbúðareign;170; 559
 16427;Íbúðareign;170; 559
 22570;Íbúðareign;180; 838
 27896;Íbúðareign; 72;  76
 14983;Íbúðareign;200; 541
 21902;Íbúðareign;170; 913
 66123;Einbýlishús;280;2214
 29831;Íbúðareign;180;1033
 22949;Íbúðareign;281; 937
 28410;Íbúðareign;220;1037
 17800;Íbúðareign;161; 722
 33306;Íbúðareign; 25; 594
 17855;Íbúðareign; 90; 525
 47357;Einbýlishús;120;1373
 32256;Íbúðareign; 90; 967
 28747;Íbúðareign;150; 972
 62354;Íbúðareign; 20;1219
 38353;Íbúðareign; 20; 716
 53555;Íbúðareign;280;1005
 84554;Einbýlishús; 90;2233
 24911;Íbúðareign; 20; 585
 10993;Íbúðareign;100; 464
 28714;Íbúðareign; 80;1065
 32138;Íbúðareign;120; 119
 44083;Íbúðareign; 90;1112
 24483;Íbúðareign; 90; 754
 23701;Íbúðareign;180;  87
 20792;Íbúðareign;281; 529
 33716;Einbýlishús;281;  81
 28993;Íbúðareign;100;1102
 26185;Íbúðareign; 90;1027
 26452;Íbúðareign;130; 109
 22377;Íbúðareign; 11; 579
 22496;Íbúðareign;120; 956
 24979;Íbúðareign; 90;1148
 30891;Íbúðareign; 80;1022
 27967;Íbúðareign;130;1121
 21998;Íbúðareign;161; 922
 16200;Íbúðareign; 80; 465
 26848;Íbúðareign; 20; 697
 24481;Íbúðareign; 25; 605
 29119;Íbúðareign;220;1035
 29058;Íbúðareign; 72;  76
 23500;Íbúðareign;130; 767
 15604;Íbúðareign;100;  47
 33077;Íbúðareign; 20; 954
 23900;Íbúðareign;160; 847
 21750;Íbúðareign; 91; 619
 24993;Íbúðareign;150; 935
 29289;Íbúðareign;130; 915
 28774;Íbúðareign;180;  76
 28783;Íbúðareign;100;1051
 18695;Íbúðareign;161; 728
 19289;Íbúðareign;120; 628
 27268;Íbúðareign; 90; 967
 26438;Íbúðareign; 80; 826
 30060;Íbúðareign;100; 801
 16085;Íbúðareign;160; 552
 24600;Íbúðareign; 90;  67
 24493;Íbúðareign;280; 721
 34645;Íbúðareign;100; 938
 21636;Íbúðareign;284; 624
 48265;Íbúðareign;100;1358
 34355;Íbúðareign;180;1159
 23866;Íbúðareign;100; 925
 26700;Íbúðareign; 90; 987
 40364;Íbúðareign; 72;1262
 22371;Íbúðareign; 90; 572
 22346;Íbúðareign; 90; 572
 32088;Íbúðareign; 90;1335
 25577;Íbúðareign;180;  85
 17458;Íbúðareign;150; 907
 28166;Íbúðareign; 72; 772
 55831;Íbúðareign; 20;1219
 30352;Íbúðareign; 20; 592
 37695;Íbúðareign;180;1236
 45921;Íbúðareign;100;1604
 13496;Íbúðareign;150;  35
 32960;Íbúðareign; 91;1015
 27371;Íbúðareign;100; 817
 43482;Einbýlishús;160;1976
 26203;Íbúðareign;281; 653
 28000;Íbúðareign; 11; 771
 46230;Einbýlishús;283; 157
 28900;Íbúðareign;200; 848
 35006;Íbúðareign;280; 862
 24110;Íbúðareign;130;1019
 35037;Íbúðareign; 85; 936
 32438;Íbúðareign;110;1186
 27820;Íbúðareign; 90;  75
 23496;Íbúðareign; 20; 669
 26959;Íbúðareign; 80;  77
 28146;Íbúðareign;283; 953
 30268;Íbúðareign; 91;1025
 88848;Einbýlishús;280;2261
 22126;Íbúðareign; 90; 439
 31938;Íbúðareign;180;1245
 43707;Íbúðareign; 75; 154
 20399;Íbúðareign;170; 728
 29716;Íbúðareign; 72; 871
 42930;Íbúðareign; 70;1244
 19396;Íbúðareign;200; 781
 21293;Íbúðareign;130; 795
 22443;Íbúðareign;100; 849
 23293;Íbúðareign;170;  76
 29479;Íbúðareign; 20;  70
 46262;Íbúðareign;100;1386
 21600;Íbúðareign;170; 911
 26473;Íbúðareign;130; 965
 37500;Íbúðareign;100;1012
 69290;Íbúðareign; 75;1243
 49749;Einbýlishús;150;2481
 27965;Íbúðareign; 91; 894
 53659;Einbýlishús;130;1532
 22672;Íbúðareign;130; 781
 30316;Íbúðareign; 91;1049
 25988;Íbúðareign;180;  87
 28983;Íbúðareign;100; 813
 26793;Íbúðareign; 70; 807
 27900;Íbúðareign;284; 952
 46723;Einbýlishús;100;1904
 22972;Íbúðareign; 25; 572
 22881;Íbúðareign;150;1068
 23112;Íbúðareign; 72; 658
 57291;Íbúðareign; 20;1219
 59911;Íbúðareign; 20;1218
 33170;Íbúðareign; 90; 955
 31192;Íbúðareign;181; 908
 30500;Íbúðareign; 90; 745
 17954;Íbúðareign;200; 535
 38472;Íbúðareign;130;1362
 26187;Íbúðareign;120;1004
 46757;Einbýlishús;200;1664
 28793;Íbúðareign;130;1019
 29946;Einbýlishús; 75;1092
 22785;Íbúðareign;284; 621
 17889;Íbúðareign;284; 572
 27592;Íbúðareign;160;1097
 20937;Íbúðareign;120; 606
 23500;Íbúðareign;161; 891
 21192;Íbúðareign;100; 691
 29644;Íbúðareign;210;1065
 23495;Íbúðareign;160;  90
 25382;Íbúðareign; 11; 729
 16969;Íbúðareign;200; 599
 16187;Íbúðareign;161; 577
 52577;Einbýlishús;150; 245
 39399;Íbúðareign;120; 126
 25779;Íbúðareign;100; 767
 26790;Íbúðareign;150;1062
 31401;Íbúðareign; 90; 688
 27001;Íbúðareign; 90; 835
 22191;Íbúðareign; 85; 686
 25910;Íbúðareign; 25;  64
 27489;Íbúðareign;160; 887
 14797;Íbúðareign;160; 432
 16491;Íbúðareign;100; 388
 20941;Íbúðareign;100; 619
 22596;Íbúðareign;160; 969
 24659;Íbúðareign;100; 771
 38375;Íbúðareign;120;1858
 11096;Íbúðareign;160; 382
 62165;Einbýlishús; 11;2067
 42763;Íbúðareign; 20; 871
 28696;Íbúðareign;180;  76
 85665;Íbúðareign; 20; 162
 30158;Íbúðareign;181; 918
 26959;Íbúðareign;100; 828
 37422;Íbúðareign; 70; 974
